"PRODUCT_ID","LANGUAGE_ID","TRANSLATED_NAME","TRANSLATED_DESCRIPTION"
3258,"FRC","Web Browser - SB/V 1.0","Kit de logiciel Web Browser : SmartBrowse V2.1 pour Vision. Il comprend des fichiers d'aide contextuelle et de la documentation en ligne."
3362,"FRC","Web Browser - SB/S 4.0","Kit de logiciel Web Browser : SmartBrowse V4.0 pour SPNIX V4.0. Il comprend des fichiers d'aide contextuelle et de la documentation en ligne."
2231,"FRC","Desk - S/V","Bureau de taille standard ; article amortissable, soumis à la TVA. Fini vernis (chêne, gris cendré, merisier et acajou)."
2335,"FRC","Mobile phone","Téléphone mobile double bande à faible consommation. Téléphone léger, pliable, avec prise pour écouteur simple et logement à pile."
2350,"FRC","Desk - W/48","Bureau blanc laminé 48 pouces sans retour ; article amortissable, soumis à la TVA."
2351,"FRC","Desk - W/48/R","Bureau blanc laminé 60 pouces avec retour 48 pouces ; article amortissable ; soumis à la TVA."
2779,"FRC","Desk - OS/O/F","Grand bureau de type exécutif en chêne avec classeurs. Fini pouvant être défini lors de la commande (chêne clair ou foncé, ou chêne naturel poli)."
3337,"FRC","Mobile Web Phone","Téléphone mobile incluant les frais d'accès mensuel au Web. Forme profilée, avec étui similicuir et courroie."
2091,"FRC","Paper Tablet LW 8 1/2 x 11","Bloc-notes blanc ligné 8 1/2 x 11 pouces"
2093,"FRC","Pens - 10/FP","Stylos à encre permanente - séchage rapide et sans bavure. Confort d'écriture sans discontinuité dans le trait. Pointe fine. Boîtes monochromes (stylos noirs, bleus, rouges) ou boîte assortie (6 stylos noirs, 3 bleus et 1 rouges)."
3057,"I","Monitor 17/SD","Monitor CTR da 17 pollici (16 visualizzabili) con profondità ridotta. Offre a chi fa uso di colori professionali, a chi si serve del supporto tecnico e si occupa di animazione e visualizzazione immagini chiare, precise, di qualità e dai colori fedeli, nonché un desktop di vaste dimensioni per una produttività migliore."
3061,"I","Monitor 19/SD","Monitor CRT da 19 pollici (18 visualizzabili) con profondità ridotta. Rivestimento schermo nero ad alto contrasto: riproduce immagini con alto livello di contrasto e in scala di grigi. Gli altoparlanti professionali amplificati dal nuovo design e con risposta dinamica sui bassi consentono di sperimentare qualsiasi tipo di ascolto multimediale grazie alla riproduzione ben definita e fedele dei suoni e alla profondità e ricchezza della riproduzione dei toni bassi. Inoltre i cavi codificati con colori, l'impostazione plug and play e il controllo digitale della visualizzazione sullo schermo consentono l'utilizzo rapido di dispositivi multimediali e di Internet."
2245,"I","Monitor 19/SD/M","Monitor da 19 pollici (18 visualizzabili) con profondità ridotta, monocromatico. Elaborazione di immagini di qualità in un design compatto. Il menu sullo schermo consente di regolare le dimensioni dello schermo, i colori e gli attributi delle immagini con facilità, semplicemente collegando il monitor al PC."
3065,"I","Monitor 21/D","Monitor CRT da 21 pollici (20 visualizzabili). La tecnologia Digital OptiScan supporta risoluzioni fino a 1600 x 1200 a 75Hz. Dimensioni (AxLxP): 8,3 x 18,5 x 15 pollici. Gli altoparlanti estraibili o non estraibili Platinum Series dotati di monitor e di un jack per lettore audio digitale riproducono suoni ben definiti. Per procedere all'ascolto è sufficiente collegare il lettore audio digitale senza accendere il PC."
3331,"I","Monitor 21/HR","Monitor da 21 pollici (20 visualizzabili) ad alta risoluzione. Ideale per applicativi aziendali, applicazioni desktop publishing e graphics-intensive. Monitor di grandi dimensioni più spazio di lavoro maggiore per l'esecuzione di applicazioni."
2252,"I","Monitor 21/HR/M","Monitor da 21 pollici (20 visualizzabili) ad alta risoluzione, monocromatico. Dimensioni: 35,6 x 29,6 x 33,3 cm (14,6 kg) Package: 40,53 x 31,24 x 35,39 cm (16,5 kg). Frequenza orizzontale 31,5 - 54 kHz. Frequenza verticale 50 - 120 Hz. Alimentazione universale 90 - 132 V, 50 - 60 Hz."
3064,"I","Monitor 21/SD","Monitor da 21 pollici (20 visualizzabili) con profondità ridotta. Caratteristiche: Aperture Grille Pitch 0,25-0,28, supporto risoluzione fino a 1920 x 1200 a 76Hz, visualizzazioni sullo schermo e rivestimento con pellicola conduttiva antiriflesso."
3155,"I","Cerniera monitor - HD","Cerniera monitor, alto rendimento, peso max. del monitor 30 kg"
3234,"I","Cerniera monitor - STD","Cerniera monitor standard, peso max. del monitor 10 kg"
3350,"I","Monitor al plasma 10/LE/VGA","Monitor al plasma da 10 pollici a bassa energia, risoluzione VGA"
2236,"I","Monitor al plasma 10/TFT/XGA","Monitor da 10 pollici TFT XGA con schermo piatto per computer laptop"
3054,"I","Monitor al plasma 10/XGA","Monitor al plasma standard da10 pollici, risoluzione XGA. Lo schermo virtualmente piatto e ad alta risoluzione offre immagini di qualità eccellente e riduce i riflessi."
1782,"I","Monitor compatto 400/DQ","Stampante a 400 caratteri al secondo in modalità High Speed Draft. Dimensioni (AxLxP): 17,34 x 24,26 x 26,32 pollici. Interfaccia: seriale RS-232 (a 9 pin), senza slot di espansione. Dimensioni foglio: A4, US Letter."
3359,"IW","SDRAM - 16 MB","מודול לשדרוג זיכרון SDRAM, 16 MB. זיכרון הגישה האקראית הדינמי סינכרוני הוצג אחרי הזיכרון EDO. הארכיטקטורה שלו והפעלתו מבוססות על אלה של זיכרון DRAM סטנדרטי, אך הזיכרון SDRAM הביא לשינוי מהפכני בזיכרון הראשי, המצמצם עוד את זמני האחזור של הנתונים. הזיכרון SDRAM מסונכרן עם שעון המערכת השולט ב-CPU. משמעות הדבר היא ששעון המערכת השולט בפונקציות של המעבד הזעיר שולט גם בפונקציות של הזיכרון SDRAM. הדבר מאפשר לבקר הזיכרון לדעת באיזה מחזור של שעון תהיה מוכנה בקשה לנתונים, ומונע בכך עיכובים בתזמון."
3088,"IW","SDRAM - 32 MB","מודול SDRAM עם ECC - קיבולת של 32 MB. לזיכרון SDRAM מאגרי זיכרון רבים היכולים לפעול בו-זמנית. המעבר בין מאגר זיכרון אחד למשנהו מאפשר תזרים נתונים רציף."
2276,"IW","SDRAM - 48 MB","זיכרון SIMM: RAM - 48 MB. SDRAM יכול לפעול במצב burst. במצב burst, כאשר מתבצעת גישה לכתובת נתונים אחת, מאוחזר בלוק נתונים שלם במקום חלק ממנו. נקודת ההנחה היא שחלק הנתונים הבא שיידרש יהיה החלק העוקב. מכיוון שבדרך כלל זהו המצב, הנתונים מוכנים וזמינים."
3086,"IW","VRAM - 16 MB","מודול Citrus Video RAM - קיבולת של 16 MB. VRAM משמש למערכת הווידאו במחשב לצורך אחסון נתוני וידאו, והוא שמור לפעולות וידאו בלבד. הוא פותח כדי לספק זרמים רציפים של נתונים סדרתיים לרענון של מסכי וידאו."
3091,"IW","VRAM - 64 MB","מודול זיכרון Citrus Video RAM - קיבולת של 64 MB. מבחינת המראה, ה-VRAM זהה ל-DRAM, אך הוא מכיל חומרה נוספת המכונה 'shift register'. התכונה המיוחדת של VRAM היא האפשרות להעביר שורת נתונים שלמה (עד 256 סיביות) אל תוך ה-shift register שלו במחזור שעון אחד. יכולת זו מצמצמת באופן משמעותי את זמן האחזור, מכיוון שמספר ההבאות יורד מ-256 הבאות אפשריות להבאה אחת. היתרון העיקרי של shift register זמין לביצוע dump של נתונים טמון בכך שה-CPU פנוי לרענון המסך ולא מבצע אחזור של נתונים, ולכן רוחב הפס עבור הנתונים מוכפל."
1787,"IW","CPU D300","Dual CPU @ 300Mhz. לעיבוד פרטי בלבד או לשרתי קבצים עבור פחות מ-5 משתמשים בו-זמנית. מוצר זה יהפוך בקרוב למיושן."
2439,"IW","CPU D400","Dual CPU @ 400Mhz. יחס מחיר/ביצועים טוב; עבור שרתי קבצים המחוברים ב-LAN בגודל בינוני (עד 100 משתמשים בו-זמנית)."
1788,"IW","CPU D600","Dual CPU @ 600Mhz. עדכני, מהירות שעון גבוהה; עבור שרתים המחוברים ב-WAN שהעומס בהם רב (עד 200 משתמשים בו-זמנית)."
2375,"IW","GP 1024x768","Graphics Processor, רזולוציה 1024 X 768 פיקסלים. יחס מחיר/ביצועים מעולה עבור יישומי 2D ו-3D ב-SPNIX v3.3 ו-v4.0. הכפל את יכולת התצוגה של באמצעות הרצת שני מסכים מכרטיס אחד. שטח התצוגה של שני מסכי 17 אינץ' גדול משטח התצוגה של מסך 21 אינץ'. זוהי אפשרות מצוינת עבור משתמשים המבצעים פעולות רבות או שניגשים לנתונים ממקורות רבים לעתים קרובות."
2411,"IW","GP 1280x1024","Graphics Processor, רזולוציה 1280 X 1024 פיקסלים. ביצועי 3D מתקדמים במחיר ביניים: 15 מיליון Gouraud shaded triangles בשנייה, דרייברים 3D שעברו מיטוב עבור יישומי MCAD ו-DCC, עם הגדרות הניתנות להתאמה אישית על ידי המשתמש. 64MB DDR SDRAM unified frame buffer התומך בצבעים אמיתיים בכל הרזולוציות הסטנדרטיות הנתמכות."
1769,"IW","GP 800x600","Graphics processor, רזולוציה 800 x 600 פיקסלים. ערך מצוין עבור משתמשים הדורשים יכולות 2D רבות או תמיכה כללית ב-3D עבור יישומים מתקדמים. מספק ביצועים מדהימים במודלים מורכבים ביותר ומאפשר למשתמש להתמקד בעיצוב במקום בביצוע."
2049,"IW","MB - S300","לוח אם מסוג PC, סדרה 300."
2751,"IW","MB - S450","לוח אם מסוג PC, סדרה 450."
3112,"IW","MB - S500","לוח אם מסוג PC, סדרה 500."
2752,"IW","MB - S550","לוח אם מסוג PC עבור הסדרה 550."
2293,"IW","MB - S600","לוח אם, סדרה 600."
3114,"IW","MB - S900/650+","לוח אם PC, סדרה 900; לוח אם סטנדרטי עבור כל המודלים החל מ-650 ומעלה."
3129,"IW","כרטיס קול STD","כרטיס קול - גרסה סטנדרטית, עם ממשק MIDI, קו in/out, כניסה למיקרופון בעכבה נמוכה."
3133,"IW","כרטיס מסך /32","כרטיס מסך עם זיכרון מטמון של 32MB."
2308,"IW","כרטיס מסך /E32","כרטיס מסך 3-D ELSA עם זיכרון של 32 MB."
2496,"IW","WSP DA-130","מעבד אחסון רחב DA-130 לאחסון יחידות משנה."
2497,"IW","WSP DA-290","מעבד אחסון רחב (מודל DA-290)."
3502,"F","C for SPNIX3.3 -Sys/U","Logiciel de programmation C pour SPNIX V3.3 - Mise à niveau 4.0 ; compilateur système, bibliothèques, éditeur de liens"
3503,"F","C for SPNIX3.3 - Seat/U","Logiciel de programmation C pour SPNIX V3.0 - Mise à niveau 4.0 - utilisateur unique"
1774,"F","Base ISO CP - BL","Package de communication ISO de base - licence de base"
1775,"F","Client ISO CP - S","Package de communication ISO - licence d'extension pour client SPNIX V3.3 additionnel."
1794,"F","OSI 8-16/IL","Couche OSI 8 à 16 - licence incrémentielle"
1825,"F","X25 - 1 Line License","Système de contrôle d'accès au réseau X25, utilisateur unique"
2004,"F","IC Browser - S","IC Web Browser pour SPNIX. Navigateur comportant des fonctions de messagerie réseau."
2005,"F","IC Browser Doc - S","Documentation relative à IC Web Browser pour SPNIX. Comprend le manuel d'installation, le guide d'administration du serveur de messagerie et le guide d'initiation rapide."
2416,"F","Client ISO CP - S","Package de communication ISO - licence d'extension pour client SPNIX V4.0 additionnel."
2417,"F","Client ISO CP - V","Package de communication ISO - licence d'extension pour client Vision additionnel."
2449,"F","OSI 1-4/IL","Couche OSI 1 à 4 - licence incrémentielle"
3101,"F","IC Browser - V","IC Web Browser pour Vision, avec manuel. Navigateur comportant des fonctions de messagerie réseau."
3170,"F","Smart Suite - V/SP","Office Suite (SmartWrite, SmartArt, SmartSpread, SmartBrowse) pour Vision. Logiciel et manuels de l'utilisateur en espagnol."
3171,"F","Smart Suite - S3.3/EN","Office Suite (SmartWrite, SmartArt, SmartSpread, SmartBrowse) pour SPNIX version 3.3. Logiciel et manuels de l'utilisateur en anglais."
3172,"F","Graphics - DIK+","Kit d'infographie : Draw-It Kwik-Plus. Comprend des fichiers d'image électronique étendus et des outils de dessin avancés pour la manipulation d'objet 3D, des grisages variés et des polices de caractères étendues."
3173,"F","Graphics - SA","Kit d'infographie : SmartArt. Package d'infographie professionnelle pour SPNIX avec plusieurs types de ligne, textures, formes intégrées et symboles courants."
3175,"F","Project Management - S4.0","Logiciel Project Management pour SPNIX V4.0. Il comprend une ligne de commande et une interface graphique avec du texte, des graphiques, des feuilles de calcul et des formats d'état personnalisables."
3176,"F","Smart Suite - V/EN","Office Suite (SmartWrite, SmartArt, SmartSpread, SmartBrowse) pour Vision. Logiciel et manuels de l'utilisateur en anglais."
3177,"F","Smart Suite - V/FR","Office Suite (SmartWrite, SmartArt, SmartSpread, SmartBrowse) pour Vision. Logiciel et manuels de l'utilisateur en français."
3245,"F","Smart Suite - S4.0/FR","Office Suite (SmartWrite, SmartArt, SmartSpread, SmartBrowse) pour SPNIX V4.0. Logiciel et manuels de l'utilisateur en français."
3246,"F","Smart Suite - S4.0/SP","Office Suite (SmartWrite, SmartArt, SmartSpread, SmartBrowse) pour SPNIX V4.0. Logiciel et manuels de l'utilisateur en espagnol."
3247,"F","Smart Suite - V/DE","Office Suite (SmartWrite, SmartArt, SmartSpread, SmartBrowse) pour Vision. Logiciel et manuels de l'utilisateur en allemand."
3248,"F","Smart Suite - S4.0/DE","Office Suite (SmartWrite, SmartArt, SmartSpread, SmartBrowse) pour SPNIX V4.0. Logiciel et manuels de l'utilisateur en allemand."
3250,"F","Graphics - DIK","Logiciel d'infographie : Draw-It Kwik. Package d'infographie simple pour les systèmes Vision, avec options d'enregistrement en formats GIF, JPG et BMP."
3251,"F","Project Management - V","Logiciel Project Management pour Vision. Il comprend une ligne de commande et une interface graphique avec du texte, des graphiques, des feuilles de calcul et des formats d'état personnalisables."
2144,"FRC","Card Organizer Cover","Capot de rechange pour portes-cartes de visite (modèle de bureau). Noir fumé (couleur d'origine) ou plastique transparent."
2336,"FRC","Business Cards Box - 250","Fichier de cartes de visite (pour 250 cartes). Utilisez le formulaire BC110-2, Rev. 3/2000 (exemplaire papier ou en ligne) pour effectuer la commande. Remplissez tous les champs marqués d'un astérisque."
2337,"FRC","Business Cards - 1000/2L","Fichier de cartes de visite (pour 1000 cartes) . Cartes recto-verso bilingue. Utilisez le formulaire BC111-2, Rev. 12/1999 (exemplaire papier ou en ligne) pour effectuer la commande. Remplissez tous les champs marqués d'un astérisque et cochez la case correspondant à la seconde langue (l'anglais figure toujours au recto)."
2339,"FRC","Paper - Std Printer","Papier blanc (recyclé) 20 lb, 8,5x11 pouces, pour imprimantes laser. 10 ramettes de 500 feuilles"
2536,"FRC","Business Cards - 250/2L","Fichier de cartes de visite (pour 250 cartes). Cartes recto-verso bilingue. Utilisez le formulaire BC111-2, Rev. 12/1999 (exemplaire papier ou en ligne) pour effectuer la commande. Remplissez tous les champs marqués d'un astérisque et cochez la case correspondant à la seconde langue (l'anglais figure toujours au recto)."
2537,"FRC","Business Cards Box - 1000","Fichier de cartes de visite (pour 1000 cartes) . Utilisez le formulaire BC110-3, Rev. 3/2000 (exemplaire papier ou en ligne) pour effectuer la commande. Remplissez tous les champs marqués d'un astérisque."
2783,"FRC","Clips - Paper","Trombones de marque internationale définissant le standard de la qualité. 10 boîtes de 100 trombones chacune. Trombones courants ou géants, lisse ou ondulés de qualité supérieure."
2808,"FRC","Paper Tablet LY 8 1/2 x 11","Bloc-notes jaune ligné 8 1/2 x 11 pouces"
2810,"FRC","Inkvisible Pens","Stylo Roller muni d'une pointe de précision pour une grande douceur d'écriture. Grip caoutchouc antiglisse avec niveau d'encre visible. 4 boîtes comprenant chacune un stylo noir, un bleu, un rouge et un vert."
2870,"FRC","Pencil - Mech","Stylo mécanique conçu de façon ergonomique pour un meilleur confort d'écriture. Gommes et pointes rechargeables. Trois tailles de pointe : 0,5 mm (fine) ; 0,7 mm (moyenne) et 0,9 mm (large)."
3051,"FRC","Pens - 10/MP","Stylos à encre permanente - séchage rapide et sans bavure. Confort d'écriture sans discontinuité dans le trait. Pointe moyenne. Boîtes monochromes (stylos noirs, bleus, rouges) ou boîte assortie (6 stylos noirs, 3 bleus et 1 rouges)."
3150,"FRC","Card Holder - 25","Porte-cartes de visite en plastique renforcé avec logo de l'entreprise en relief. Peut contenir environ 25 de vos cartes de visite, selon l'épaisseur des cartes."
3208,"FRC","Pencils - Wood","Boîte de 24 crayons papier. Indiquez le type de mine lors de la commande : 2H, H, HB, B."
3209,"FRC","Sharpener - Pencil","Taille-crayon électrique avec fraise en acier pour longue durée. Muni d'un dispositif PencilSaver pour prévenir les surtailles. Pieds en caoutchouc antiglisse. Serre-crayon intégré."
3224,"FRC","Card Organizer - 250","Porte-cartes de visite portable (pour 250 cartes). Type reliure avec pochettes transparentes insérables. Intercalaires alphabétiques en option. Indiquez la couleur de la couverture lors de la commande (marron foncé, bourgogne, noir et gris pâle)."
3225,"FRC","Card Organizer - 1000","Porte-cartes de visite avec intercalaires alphabétiques ; capacité de 1000 cartes. Modèle de bureau avec capot gris fumé et corps noir. Capot amovible pour mise en place d'un tiroir intérieur."
2430,"I","Monitor compatto 400/LQ","Stampante letter quality ad alta velocità a 400 caratteri al secondo. Dimensioni (AxLxP): 12,37 x 27,96 x 23,92 pollici. Interfaccia: seriale RS-232 (a 25 pin), 3 slot di espansione. Dimensioni foglio: A2, A3, A4."
1792,"I","Monitor industriale 600/DQ","Stampante a colori a carrello largo a 600 caratteri al secondo in modalità High Speed Draft. Dimensioni (AxLxP): 22,31 x 25,73 x 20,12 pollici. Dimensioni foglio: da 3x5 a 11x17 pollici in formato a pagina intera."
1791,"I","Monitor industriale 700/HD","Stampante a matrice di punti a 700 caratteri al secondo con corpo robusto e protezione antipolvere per uso industriale. Interfaccia: parallela Centronics, conforme IEEE 1284. Dimensioni foglio: da 3x5 a 11x17 pollici in formato a pagina intera. Memoria: 4MB. Dimensioni (AxLxP): 9,3 x 16,5 x 13 pollici."
2302,"I","Stampante a getto d'inchiostro B/6","Stampante a getto d'inchiostro in bianco e nero, 6 pagine al minuto, risoluzione 600x300 dpi. Interfaccia: parallela Centronics, conforme IEEE 1284. Dimensioni (AxLxP): 7,3 x 17,5 x 14 pollici. Dimensioni foglio: A3, A4, US legal. Senza slot di espansione."
2453,"I","Stampante a getto d'inchiostro C/4","Stampante a getto d'inchiostro a colori (con due cartucce inchiostro distinte), 6 pagine al minuto in bianco e nero, 4 pagine al minuto a colori, risoluzione 600x300 dpi. Interfaccia parallela: bidirezionale e conforme IEEE 1284; interfaccia seriale: RS-232 (a 9 pin) con 2 slot di espansione EIO aperti. Memoria: 8MB e 96KB ricezione buffer."
1797,"I","Stampante a getto d'inchiostro C/8/HQ","Stampante a getto d'inchiostro a colori, 8 pagine al minuto, alta risoluzione (qualità fotografica). Memoria: 16MB. Dimensioni (AxLxP): 7,3 x 17,5 x 14 pollici. Dimensioni foglio: A4, US Letter, buste. Interfaccia: parallela Centronics, conforme IEEE 1284."
2459,"I","Stampante LaserPro 1200/8/BN","Stampante laser professionale in bianco e nero, risoluzione 1200 dpi, 8 pagine al secondo. Dimensioni (AxLxP): 22,37 x 19,86 x 21,92 pollici. Software: supporto driver avanzato per SPNIX v4.0; driver stampante MS-DOS interno: tecnologia di scaling ZoomSmart, billboard, stampato, mirror, filigrana, anteprima di stampa, impostazioni rapide, margini stampante laser emulazione."
3127,"I","Stampante laser LaserPro 600/6/BW","Stampante laser in bianco e nero standard, risoluzione 600 dpi, 6 pagine al secondo. Interfaccia: parallela Centronics, conforme IEEE 1284. Memoria: 8MB, 96KB ricezione buffer. Utility ToolBox MS-DOS per driver compatibile AutoCAM SPNIX v.17."
2254,"I","HD 10GB /I","Unità disco rigido (interno) da 10GB. Le unità sono state progettate per l'uso in ambienti data-critical e sono ideali per le applicazioni RAID. I kit opzioni universali sono configurati e preinstallati nel cassetto hot plug per essere installati immediatamente nel server aziendale o nel sistema di memorizzazione."
3353,"I","HD 10GB /R","Unità disco rigido estraibile di 10GB per unità disco rigido di 10GB. Le unità Supra7 mettono a disposizione la tecnologia più recente per migliorare le prestazioni aziendali, aumentando la velocità di trasferimento dei dati fino a 160MB/s."
3069,"I","HD 10GB /S","Unità disco rigido da 10GB per Standard Mount. Compatibili con i sistemi Supra5, possono essere distribuite o ridistribuite per ottenere una maggiore capacità di memorizzazione. Le unità Supra eliminano il rischio di incompatibilità firmware."
3106,"IW","KB 101/EN","מקלדת סטנדרטית משופרת PC/AT (101/102 מקשים). אזור קלט: אנגלית (ארה""ב)."
2289,"IW","KB 101/ES","מקלדת סטנדרטית משופרת PC/AT (101/102 מקשים). אזור קלט: ספרדית."
3110,"IW","KB 101/FR","מקלדת סטנדרטית משופרת PC/AT (101/102 מקשים). אזור קלט: צרפתית."
3108,"IW","KB E/EN","מקלדת ארגונומית עם שני אזורי מקשים נפרדים. לוח מקשי הספרות ניתן להפרדה. מתווה המקשים: אנגלית (ארה""ב)."
2058,"IW","עכבר +WP","שילוב של עכבר ומשענת ליד להפעלת העכבר ולהקלדה נוחות יותר."
2761,"IW","עכבר +WP/CL","סט המכיל עכבר ומשענת ליד, אם לוגו החברה."
3117,"IW","עכבר C/E","עכבר אלחוטי ארגונומי. עם גלגלת לנוחות מקסימלית, קל לשימוש."
2056,"IW","משטח לעכבר /CL","משטח לעכבר סטנדרטי עם לוגו החברה"
2211,"IW","משענת יד","משענת ספוג לתמיכה בפרקי הידיים בעת השימוש במקלדת."
2944,"IW","משענת יד /CL","משענת יד עם לוגו החברה"
1742,"IW","CD-ROM 500/16x","כונן CD, לקריאה בלבד, מהירות 16x, קיבולת מקסימלית של 500 MB."
2402,"IW","כונן CD-ROM 600/E/24x","כונן CD-ROM חיצוני עם קיבולת של 600 MB, מהירות 24x (לקריאה בלבד)."
2403,"IW","כונן CD-ROM 600/I/24x","כונן CD-ROM פנימי, קיבולת של 600 MB, לקריאה בלבד, מהירות קריאה 24x"
1761,"IW","כונן CD-ROM 600/I/32x","כונן CD-ROM פנימי עם קיבולת של 600 MB, מהירות 32x (לקריאה בלבד)."
2381,"IW","CD-ROM 8x","צורב , קריאה בלבד, מהירות 8x"
2424,"IW","CDW 12/24","צורב , מהירות כתיבה 12x, מהירות קריאה 24x. אזהרה: מוצר זה יהפוך בקרוב למיושן; מהירות זו אינה מספיקה עוד, וישנן חלופות טובות יותר זמינות במחיר סביר."
1781,"IW","CDW 20/48/E","צורב, מהירות קריאה 48x, מהירות כתיבה 20x"
2264,"IW","CDW 20/48/I","כונן CD-ROM: קריאה 20x, כתיבה 48x (פנימי)"
2260,"IW","DFD 1.44/3.5","כונן דיסקטים כפול 1.44 MB - 3.5"
2266,"IW","DVD 12x","כונן DVD: מהירות 12x"
3077,"IW","DVD 8x","כונן DVD - ROM, מהירות 8x. ככל הנראה, מוצר זה יהפוך בקרוב למיושן..."
2259,"IW","FD 1.44/3.5","כונן דיסקטים - 1.44 MB קיבולת בצפיפות גבוהה - 3.5 אינץ'"
2261,"IW","FD 1.44/3.5/E","כונן דיסקטים - 1.44 MB (צפיפות גבוהה) קיבולת - 3.5 אינץ' (חיצוני)"
3082,"IW","מודם - 56/90/E","מודם - 56kb בשנייה, תואם v.90 PCI. חיצוני; עבור ספק כוח 110V."
2270,"IW","מודם - 56/90/I","מודם - 56kb בשנייה, תואם v.90 PCI. פנימי; למארז סטנדרטי (3.5 אינץ')."
2268,"IW","מודם - 56/H/E","מודם תואם Hayes סטנדרטי - 56kb בשנייה, חיצוני. ספק כוח: 220V."
3083,"IW","מודם - 56/H/I","מודם תואם Hayes סטנדרטי - 56kb בשנייה, פנימי, עבור מארז סטנדרטי 3.5 אינץ'."
2374,"IW","מודם - C/100","מודם עם כבל חיצוני תואם DOCSIS/EURODOCSIS 1.0/1.1-"
1740,"IW","TD 12GB/DAT","כונן קלטות - קיבולת 12 gigabyte, פורמט DAT."
2409,"IW","TD 7GB/8","כונן קלטות, קיבולת של 7GB, קלטת 8mm"
2262,"IW","ZIP 100","כונן ZIP, קיבולת של 100 MB (חיצוני) עם כבל לחיבור יציאה מקבילית"
2522,"IW","סוללה - EL","סוללה עם חיים ארוכים, למחשבים נישאים"
2278,"IW","סוללה - NiHM","סוללה נטענת NiHM למחשבים נישאים"
2418,"IW","גיבוי מסוללה (DA-130)","מטען לסוללה אחת עם מחווני LED"
2419,"IW","גיבוי מסוללה (DA-290)","מטען לשתי סוללות עם מחווני LED"
3097,"IW","מחבר כבל - 32R","מחבר כבל - סרט 32 פינים"
3099,"IW","רתמה לכבלים","רתמה לכבלים לסידור החיווט של המחשב"
2380,"IW","כבל PR/15/P","כבל מקבילי למדפסת 4.5 מטר"
2408,"IW","כבל PR/P/6","כבל מדפסת Centronics סטנדרטי 1.8 מטר, יציאה מקבילית"
2457,"IW","כבל PR/S/6","כבל טורי סטנדרטי למדפסת RS232, 1.8 מטר"
2373,"IW","כבל RS232 10/AF","כבל RS232 3 מטר עם מתאם F/F ו-9F/25F"
1734,"IW","כבל RS232 10/AM","כבל RS232 3 מטר עם מתאמים M/M ו-9M/25M"
1737,"IW","כבל SCSI 10/FW/ADS","כבל 3 מטר SCSI2 F/W מותאם ל-DSxx0"
1745,"IW","כבל SCSI 20/WD->D","כבל אחסון דיסק לאחסון דיסק רחב, 6 מטר SCSI2"
2982,"IW","Drive Mount - A","ערכת הרכבה של Drive Mount"
3277,"IW","Drive Mount - A/T","ערכת הרכבה של Drive Mount עבור tower PC"
2976,"IW","Drive Mount - D","Drive Mount עבור מחשב שולחני"
3204,"IW","Envoy DS","Envoy Docking Station"
2638,"IW","Envoy DS/E","Envoy Docking Station משופרת"
3020,"IW","Envoy IC","Envoy Internet Computer, Plug&Play"
1948,"IW","Envoy IC/58","מחשב לאינטרנט עם מודם מובנה 58K"
3003,"IW","מחשב נישא 128/12/56/v90/110","מחשב נישא Envoy, זיכרון 128MB, דיסק קשיח 12GB, מודם v90, ספק כוח 110V."
2999,"IW","מחשב נישא 16/8/110","מחשב נישא Envoy, זיכרון 16MB, דיסק קשיח 8GB, ספק כוח 110V (ארה""ב בלבד)."
3252,"F","Project Management - S3.3","Logiciel Project Management pour SPNIX V3.3. Il comprend une ligne de commande et une interface graphique avec du texte, des graphiques, des feuilles de calcul et des formats d'état personnalisables."
3253,"F","Smart Suite - S4.0/EN","Office Suite (SmartWrite, SmartArt, SmartSpread, SmartBrowse) pour SPNIX V4.0. Logiciel et manuels de l'utilisateur en anglais."
3257,"F","Web Browser - SB/S 2.1","Kit de logiciel Web Browser : SmartBrowse V2.1 pour SPNIX V3.3. Il comprend des fichiers d'aide contextuelle et de la documentation en ligne."
3258,"F","Web Browser - SB/V 1.0","Kit de logiciel Web Browser : SmartBrowse V2.1 pour Vision. Il comprend des fichiers d'aide contextuelle et de la documentation en ligne."
3362,"F","Web Browser - SB/S 4.0","Kit de logiciel Web Browser : SmartBrowse V4.0 pour SPNIX V4.0. Il comprend des fichiers d'aide contextuelle et de la documentation en ligne."
2231,"F","Desk - S/V","Bureau de taille standard ; article amortissable, soumis à la TVA. Fini vernis (chêne, gris cendré, merisier et acajou)."
2335,"F","Mobile phone","Téléphone mobile double bande à faible consommation. Téléphone léger, pliable, avec prise pour écouteur simple et logement à pile."
2350,"F","Desk - W/48","Bureau blanc laminé 48 pouces sans retour ; article amortissable, soumis à la TVA."
2351,"F","Desk - W/48/R","Bureau blanc laminé 60 pouces avec retour 48 pouces ; article amortissable ; soumis à la TVA."
2779,"F","Desk - OS/O/F","Grand bureau de type exécutif en chêne avec classeurs. Fini pouvant être défini lors de la commande (chêne clair ou foncé, ou chêne naturel poli)."
3337,"F","Mobile Web Phone","Téléphone mobile incluant les frais d'accès mensuel au Web. Forme profilée, avec étui similicuir et courroie."
2091,"F","Paper Tablet LW 8 1/2 x 11","Bloc-notes blanc ligné 8 1/2 x 11 pouces"
